id;descricao;quem_id;talentoclasse_id;regiao_id;experiencia
608;Faço bolos, tortas, cookies e outros doces.;3573;4;28;A experiencia que tenho é fazendo doces em casa para amigos e família. Já fiz vários bolos de aniversário para amigos e também já fiz doces para vender em alguns eventos, mas a maioria das coisas faço em casa porque gosto de fazer. Sei fazer bolos, cupcakes, cookies, brigadeiros e docinhos de festa, paçoca, tortas, suspiros e outros doces.
609;Naturopatia, Medicina Chinesa, Craniopuntura, Moxabustão, Ventosaterapia, Geoterapia, Aurículoterapia, Reflexologia podal, Aromaterapia, Florais australianos, Fitoterapia nacional e chinesa, Colorpuntura e cromoterapia, Dietoterapia chinesa.;4101;28;28;Formada em Biologia(2007), pela Unisanta em Santos com especialização em biologia marinha e fitoterapia, formada em Naturologia(2006) pela Unimonte em Santos, pós graduada em Naturopatia pelo Cieph com enfoque em Medicina Chinesa (2017). Diversos cursos de extensão nas áreas citadas. Exercendo o atendimento trapêutico há 11 anos por diversos estados brasileiros com muito amor! <3
610;Professora de Ciências e biologia, ensino fundamental e médio.;4101;8;28;Licenciatura plena em biologia e ciências naturais com ênfase em biologia marinha, formada pela Unisanta, santos -sp (2007). Leciono há 13 anos na área para ensino fundamental e médio. Coordenadora de projetos de educação ambiental em Ongs como Sea Shepherd Brasil.
611;Maquiagem simples ou para eventos.;3126;23;28;Realizei um curso de maquiagem profissional com a maquiadora Juliana Souza. E já realizei algumas maquiagens.
612;Psicóloga Clínica Gestalt-terapeuta;1531;30;34;Psicóloga Clínica com especialização em Gestalt-terapia, atendimento para adolescentes e adultos.
613;"Ofereço : (Costura : pequenos reparos em roupas  e confecção de artesanatos e produtos em tecido.
Ofereço : Reiki também.";1456;21;39;ja atuo na area de moda a mais de 10 anos e praticante de espiritualidade a muitos anos.
614;Instalação e manutenção de hortas e jardins. Projetos paisagísticos residenciais. Corte de grama, compostagem, podas de pequenas árvores.;52;7;28;Tenho experiência de algum tempo trabalhando a jardinagem como hobby e fazendo manutenção de jardins em casa e casa de amigos. Tenho curso na área de paisagismo.
615;Ajudo com a faxina e organização da sua casinha. Adoro organizar armários e mudar móveis de lugar.;3287;6;6;Muita!!!
616;Cuido do seu filho na minha casa - Vargem Pequena - durante a semana ou na sua casa aos finais de semana. Brinco, canto, danço, dou comidinha e amor.;3287;32;6;Sou mãe de 2 maravilhosos, o Matheus (9 anos) e a Elô (3 anos). <3 Já cuidei de várias crianças, vizinhos e filhos de amigos, e adoro estar com eles, inventar novas brincadeiras...
617;Webdesigner e designer gráfico;3287;35;6;Sou webdesigner há 9 anos e trabalho principalmente com wordpress e lojas virtuais. Além da estrutura do site, desenvolvo todas as artes necessárias para a sua marca.
618;Sou cantora;2;11;22;Experiência em palco, pois tenho uma banda de reggae chamada Jamaica café
619;"Designer gráfico com ênfase em projetos de identidade visual para eventos e marcas femininas. 
Logotipo;
Identidade visual para mídias digitais e Redes sociais;
Projetos gráficos em geral";3240;40;55;"Formação: Design Gráfico Univali 2008
Trabalhando ha 10 anos no mercado de eventos produzindo projetos de papelaria impressos e digitais."
620;Aulas de Violão e Teoria Musical,nível   Iniciante e Intermediário.;1819;9;28;"-Musico a 20 anos(desde 1998)
-Participação em diversas bandas e Orquestra.
-Compositor e Arranjador
-Escola Livre de Musica(2015-2017)
-Professor:Violão,Contrabaixo eletrico,Flauta Doce,Leitura e Escrita de Partituras,teoria musical no geral.
-Toca; Chorinho,Jazz,Musica classica,Bossa Nova,Reggae,Samba e outras variações ritmicas."
621;Trufas caseiras.;2910;4;26;Experiência pra família
622;Tecnica fusing - vidro fusão - bijuterias / peças funcionais/ brindes e workshops;3213;20;34;Atelier próprio com mais de 22 anos de experiência, workshops, brindes corporativos , decoraçao e arquitetura .
623;Tecnica fusing - vidro fusão - bijuterias / peças funcionais/ brindes e workshops;3213;41;55;Atelier próprio com mais de 22 anos de experiência, workshops, brindes corporativos , decoraçao e arquitetura .
624;Produção de hortaliças orgânicas, insumos para cultivo (biofertilizantes), produção de Ghee, Kombucha, essências;2632;4;28;Além da produção diária para consumo da família já atendo alguns amigos e relações que estabeleci pelo banco de tempo há quase 2 anos.
625;Hipnoterapia e terapia de regressão.;686;31;42;Atendimentos individuais
626;Depilação com cera quente e depiroll.;3934;25;53;Término de curso profissionalizante na área.
627;Te ajudo a organizar melhor o seu espaço de criatividade, tornando-o mais agradável, harmonico e belo aos seus olhos.;3934;7;53;Faço em casa e sempre o fiz nas casas de amigos que precisam.
628;Mudas;2179;7;28;Fiz algumas mudas e gostaria de compartilhar
629;Reiki com cristais;2179;28;28;Fiz o curso  de reiki 1 e 2 em 2017 e 2018 o de cristais e venho atendendo desde então.
630;Terapeuta Tântrica, em Barras de Access e Reiki;716;30;55;Atendimento com Terapeutica Tãntrica, Cursos individuais de Massagem Tãntrica, Meditações Ativas, Atendimentoem Reiki e Barras de Access
631;Produção de hambúrgueres veganos e vegetarianos;1926;4;42;Ofereço hambúrgueres pelo banco há quase 1 ano. É sucesso! :)
632;Aula de reforco de inglês;2300;8;28;Prof. Graduada e pós graduada
633;"Fotógrafo, Filmmaker e Designer;
Professor de Jiu-Jitsu;
Aulas de fotografia do básico ao avançado, incluindo pós produção no Lightroom, Photoshop e softwares similares.";3472;38;26;"Trabalho a mais de 20 anos como designer, ilustrador e diretor de arte. Nos últimos 6 anos me dediquei a fotografia profissional e agora atuando como diretor de fotografia e filmmaker. Atleta e professor de jiu-jitsu por paixão, pai de três crianças lindas e adoro serviços manuais, entre eles a jardinagem.

Presto consultoria na área de comunicação e experiência na área de treinamentos presenciais e à distância."
634;"Fotografia - Eventos, ensaios, still, moda entre outros.
Aulas de Fotografia
Aulas de tratamento de imagens com Adobe Ligthroom e Photoshop. 
Produção de Vídeo - Roteirização, captação, direção, fotografia, edição, finalização de vídeos diversos (sociais, corporativos, publicitários, documentários, artísticos, vídeo clipes e vídeos para web) 
Computação Gráfica - Animações, vinhetas, vídeo álbuns, motion design 2D entre outros.
Aulas de produção de vídeo (pré produção, produção e pós produção).
Criação de Arte -  logotipos, flyers, folders, convites, catálogos, banners, panfletos, cartões de visita, artes para web e artes gráficas em geral.
Criação e desenvolvimento de sites e configuração de plataformas de e-commerce.
Formatação de PC e Notebook.
Instalação de antivírus e otimizadores, programas Adobe (photoshop, premiere e demais, Microsoft Office, corel draw.";1699;17;43;"Mini Curriculo - Graduado em Gestão Ambiental e atualmente cursando Licenciatura Para Ensino Profissional e Tecnológico, se dedica a produção audiovisual desde 2002 começando como freelance em emissoras de tv e produtoras nas funções de cinegrafista e editor de imagens. Em 2009 é contratado por uma produtora de Florianópolis como coordenador acumulando as funções de roteirista de vídeos publicitários e assistente de direção, em 2010 participa de uma equipe para produção do documentário ""Náufragos"" exibido na RBSTV/SC. No ano de 2014 cria a produtora MA Estúdio Pró  com foco em cinema, vídeo e fotografia. Em 2014 e 2016 ensina alunos da rede estadual de SC as técnicas de produção audiovisual no Pipoca Movie, projeto aprovado com conceito A pelo MINC/MEC. Em 2017 é convidado a ministrar uma oficina de produção audiovisual para o ensino de ciências para o OBEDUC/UFSC através da CAPES. Ao longo dos anos tem participado na produção de documentários em funções diversas."
635;"Produção de Vídeo - Roteirização, captação, direção, fotografia, edição, finalização de vídeos diversos (sociais, corporativos, publicitários, documentários, artísticos, vídeo clipes e vídeos para web) 
Computação Gráfica - Animações, vinhetas, vídeo álbuns, motion design 2D entre outros. 
Aulas de produção de vídeo roteirização, captação, montagem e finalização com Adobe Premiere.";1699;18;55;Já consta
636;"Formatação de PC e Notebook. 
Instalação de antivírus e otimizadores.
Instalação de programas; Adobe (Photoshop, Premiere, Ligthroom, After Effects, Illustrator, Dreamweaver, Indesign, Audition); Microsoft Office; Corel Draw.
Criação e desenvolvimento de sites; Configuração de plataformas de e-commerce.";1699;34;55;Já consta
637;"Criação de Arte - logotipos, flyers, folders, convites, catálogos, banners, panfletos, cartões de visita, artes para web e artes gráficas em geral.
Vídeos publicitários, corporativos, e-commerce , animações, vinhetas,  motion design 2D diversos. 
Fotografia para publicidade, e-commerce, editoriais e demais segmentos.";1699;38;55;Já consta
638;Ofereço consultoria em projetos culturais, revisão, produção e execução.;1725;39;26;Trabalho com produção cultural ha 5 anos, atuando na elaboração de projetos para editais, e outros modulos, assim como executando e produzindo tais projetos.
639;Faço depilação e trabalhos em cabelos que não use produtos,  como: cortes, escovas,  retoque de raiz (com o material comprado pela cliente), penteados, maquiagem! Trabalho em salão de beleza por isso tenho horários restritos mas combinando tenho disponibilidade 2x por mês pelo BTF;1202;26;22;Tenho larga experiência em todo tipo de cuidados com as madeixas e de depilação a mais de 10 anos!
640;Ofereço sessões de Reiki.;1273;28;41;Reikiana nível 2
641;"Professor de Italiano
Professor de Economia e análise de dados";375;9;28;"Professor de Italiano no Banco de Idiomas 
Professor de Economia na UFSC"
642;"Massagem (Sistema HAUX)
Terapia Vibracional (Meditação e Massagem Método Deva Nishok)";3393;30;42;"Curso de massagem com Gabriel Maia Lello
Capacitação para Terapeuta Tântrico Método Deva Nishok + Diversas participações como Assistente nos anos de 2016 a 2018 na unidade Meraki em Florianópolis"
643;Projeto arquitetônico, projeto de interiores, projetos elétrico, projetos hidrossaintário.;1477;39;2;Arquiteto com 6 anos de experiência no mercado.
644;Bom entre tantos ahahahah ... sou engraçado, gosto de organização de festas, ambientes, cozinho muito bem,  estilização de roupas, e posso ajudar em mudanças ...;1;10;5;Experincias em Artes, administração, alimentação, markting de empresas ...
645;Faço sombrancelha, Escova, alguns tipos de trança embutida. Trabalho com aromaterapia individual, realizo o atendimento para descobrir qual seu perfume pessoas de acordo com  a numerologia da sua data de nascimento. Sou reikiana nível master, e aplico Barra de acess. Também cuido de criança (acima dos 4 anos, que já pode se comunicar 😄).;1996;25;38;Sou cabeleireira, fiz o curso pelo Senac, e no curso tambem aprendi técnicas de sombrancelha. Sou formada em aromaterapia, Reiki e barra de acess e atuo profissionalmente. Cuido de crianças na minha casa já algum tempo, filhos de amigas, e fui baby siter na Espanha 2 anos.
646;Macramê e costuras simples, como almofadas, cortinas, roupas de cama, barra de calça.;3368;21;6;"Faço curso de costura no Senac e tenho costurado para mim e para pessoas próximas.

Faço porta vasos em Macramê."
647;Tecnica em eventos, especializada em festas infantis, organização, decoração, comidinhas, doces, recreação, tudo para realizar sua festa!;3671;10;26;Atuando a mais de 4 anos na grande Florianopolis
648;Bonecos em feltro, decoração para bebê, cartonagem( lembrancinhas em geral, caixas, maletas) peças personalizadas!;3671;22;28;Bonecos para decoração de festas infantis, kits maternidade, guirlandas, quadrinhos para bebê
649;Ofereço aulas de costura e modelagem para iniciantes.;514;21;38;Costuro desde a adolescência, sempre tive facilidade para habilidades manuais. Sou formada em design de moda e já fiz alguns cursos na área de costura e modelagem. Hoje tenho minha marca de roupas, a Ro Fumagalli, onde faço toda a criação e produção das roupas e acessórios.
650;Bolos simples e de aniversário, estilo naked cake;514;4;38;Sempre gostei de fazer sobremesa, doces no geral, faço bolos de aniversário desde os meus 16 anos, coloco muito amor em cada bolo, faço por encomenda para amigos próximos e disponibilizo pelo banco de tempo.
651;"Desenvolvimento de Site HTML CSS e JavaScript
Marketing Digital
SEO
Google Adwords
Google Analytics
Wordpress";4108;35;33;"Formação em Ciências da Computação e Fundador Startup Presença Digital. 
Atualmente possuímos 6 clientes mensais, entre eles Pequenas Empresas e Profissionais Liberais.

https://presencadigital.co"
652;Queijo e manteiga vegana;404;4;28;Ofereço queijo vegano a base de castanha de caju e manteiga vegana.
653;Florais de Bach.;404;28;28;"Ofereço florais de Bach por 0.5 cada.
Não atendo com os florais, somente manipulo."
654;Formatação notebooks;531;34;28;Sou técnico em computação e estudando de sistemas de informação
655;"~ Ofereço:
Bombons goumert trufados em sabores sortidos. 
Caldos vegetarianos congelados.
Sorvetes Veganos.
Feitos com amor!!! ♡";1799;4;26;"Trabalho com bombons trufados junto de meu companheiro confeiteiro.
 Produzimos o ano inteiro.
E sorvetes veganos de minha produção própria, dos quais ofereço no banco e trabalho revendedo-os no verão."
656;"Produção artesanal de Biosabonetes, feitos com oleos vegetais, essenciais, ervas, extratos e amor!!
Pastas dentais, desodorantes e pomadas orgânicas.";1799;27;26;Trabalho com bio comésticos a 2 anos, ofereço oficinas e produzo para lojas de produtos naturais e para o banco do tempo! ♡
657;Aulas de Hatha Yoga;2836;24;56;Formada em Educação Física desde 2012, dou aula de yoga desde 2010 - com algumas pausas. Pilates e doulagem também fazem parte dos meus talentos, mas não tem espaço pra eu colocar mais de um talento nessa lista nova. :-(
658;vj, talento nao inclui equipamentos..;4106;11;26;"O VJ Gustavo Martins,  foi light designer durante anos. Como VJ, começou a apresentar-se no ano 2000, 
desde então, tem trabalhado exclusivamente como Vj , suas imagens já percorreram festas, eventos dos mais diversos estilos, desfiles e instalações artísticas, sendo residente em diversas casas, apresentando suas imagens para mais de 2 milhões de pessoas provando que o ecletismo é característica importante em seu trabalho, tanto na arte, quanto na arquitetura visual. A técnica é aliada à poesia, velocidade, ritmo e composição de frases visuais. Hoje com o foco voltado para o video mapeamento e projetos de instalação que compila técnicas a novas tecnologias; como Screen mapping, Recepcionistas virtuais e touch air."
659;"Faço serviços de Marcenaria e de pequenas manutenções em geral. 
Também, posso fazer o transporte de coisas e pessoas de moto, além de ensinar o básico do surf e bodyboard. Aloha!";538;7;56;Guarda-Vidas Civil desde 2015.
660;Faço comida artesanal vegana, especialmente massas.;3235;4;26;Minas Massas
661;"Produção artesanal de Pães
Professora de Música (violão, trompete, musicalização infantil, teoria musical)";3652;4;28;Formada em Licenciatura em Música e amante de pães integrais!
662;Identificação botânica e preparo de alimentos a partir da horta.;3787;7;38;Formando em Agronomia pela UFSC e membro do projeto HOCCA (Horta Orgânica do CCA) e do Núcleo de Estudos em Permacultura (Neperma-UFSC).
663;Implantação de pomares, hortas, irrigação, compostagem, implementação de SAF's, identificação botânica e de PANC's.;3787;7;39;Quase Eng. Agrônomo (falta 1 semestre)
664;"Aulas de Yoga
Produção de cosméticos naturais e sustentáveis.
Culinária consciente - Prevenindo e curando.";1321;30;39;Meus estudos e formação incluem diferentes área como, Yoga, Aromaterapia, Fitoterapia, Cosmetologia natural, Medicina natural, Arte, Produção Cultural, Cultura Colaborativa e sustentabilidade.
665;Sou Coach Integral Sistêmico, ofereço a você um processo de crescimento racional e emocional, Identificando juntos o estado atual em que você está vivendo ,usando ferramentas poderosas de auto conhecimento para encontrar as respostas para viver uma vida extraordinária !;2;39;55;Cursando coach integral sistêmico, usando meus conhecimentos de auto responsabilidade, na Febracis, assim compartilhar minha experiência de transformação pessoal de uma vida comum à uma vida extraordinária, utilizando ferramentas de pnl, inteligência emocional,exercícios de reflexão unindo( racional e emocional)criando crenças poderosas e positivas para viver uma vida abundante e feliz!
666;Sou Fisioterapeuta, trabalho com terapias manuais: Reorganização Miofascial, Craniossacral, Maitland, trabalho também com terapias energéticas: Apometria e Reiki entre outras.;960;28;20;Tenho 27 anos de experiência na prática de terapias manuais, já atuei em consultório, hospitais e domicílios, sou professora de Anatomia e Fisiologia. Na área energética tenho 15 anos de Reiki e 8 anos de trabalho com Apometria.
667;DESIGN GRÁFICO (Flyers, convites, cartões de visita, catálogos, cardápios, revistas, livretos, posters, cartões postais, apresentações), LOGOTIPOS (Projeto e desenvolvimento de logotipos, identidade visual, redesign, desenvolvimento de ícones e padrões ilustrativos), MOTION DESIGN e VÍDEOS (Vinhetas, efeitos, gc's, créditos, infográficos, videocases, apresentações, tutoriais).;415;38;34;Trabalho a mais de 10 anos com design gráfico e digital, produzindo arte para mídias impressas e digitais. Portfólio digital: www.joaobaltieri.com.br
668;Reikiana;704;28;28;Formada recentememente.
669;Atendimento psicológico para adultos.;2136;29;1;Atendimento clínico sob o olhar da Psicologia Relacional Sistêmica.
670;Eu faço molhos artesanais e outras coisas.;4087;4;28;Eu tenho experiência em festas de família e amigos.
671;culinária em geral molhos pastas jantares simples ao mais sofisticado ( vamos fazer aquela surpresa legal a quem se ama ) sushi , bebidas bolos , pães, tortas e salgados;3086;2;8;. tive restaurate então comandava a cozinha e salão não tem nada dentro d um restaurante q eu nao saiba fazer . decoração doces salgados limpeza.
672;Sou psicóloga e gostaria de oferecer meu talento com psicoterapia, com pacotes de sessões.;956;30;42;Sou terapeuta na ONG ASSIM e faço atendimento clínico particular.
673;"Medicina Tradicional Chinesa

Massagem Relaxante e Terapêutica, Óleos Essenciais, Moxa, Ventosa, Auriculopuntura com Cristais Radiônicos, Acupuntura.
Cuida do Ser como um todo agindo nos campos: Físico, Emocional e Energético. Trás equilíbrio e energia devolvendo o estado natural de saúde e autodefesa ao organismo.
Ativa a circulação sanguínea, o sistema linfático e os meridianos de energia estimulando as glândulas endocrinas e a produção de hormônios.

REIKI 
Energia do Amor com Amor recebida e passada de pessoa para pessoa através da imposição das mãos.
Trás cura física e emocional através da Harmonização dos Chakras. ( vórtices de energia )";4093;28;34;"Atendimentos com MTC, em alguns lugares em Florianópolis.
Ex. Centro Árvore Raiz - Empresa Globulo...outros."
674;Olá, faco massagem relaxante, Reiki e massagem tântrica.;3285;30;34;1 ano trabalhando na área.
675;"Sou Publicitária, com experiência em criação de textos.
Sou produtora de eventos, posso ajudá-lo a planejar seu evento.";3789;38;34;"Sou Publicitária, com experiência em criação de textos. Experiência em setor de marketing
Sou produtora de eventos, posso ajudá-lo a planejar seu evento.  Este é meu trabalho atual, trabalho em uma agência de eventos."
676;Realizo manutenção em notebooks e montagem e manutenção de desktops.;3680;34;28;Autodidata desde 1986.
677;Realizo todo tipo de ensaio fotográfico e cobertura fotojornalistica.;3680;16;28;Profissional desde 2013.
678;"Posso dar aulas de fotografia, edição e tratamento de imagem, curadoria, iluminação, etc.

Portfolio online: www.fabriciosousa.com.br";3900;17;28;Profissional de fotografia há 14 anos e ministro aulas particulares há 7. Já ministrei 2 workshops, mas minha paixão é ensinar individualmente.
679;Fotógrafo com ênfase em fotografia analógica e iniciando pesquisa em processos artesanais.;49;17;55;Fotografo desde 1995, quando ainda moleque aprendi a usar as câmeras dos fotógrafos do jornal no qual trabalhava como laboratorista. Atualmente estou focando em processos fotosensíveis como Cianotipia e marrom Van Dike, procurando conectar as técnicas fotográficas ao conhecimento das plantas. Posso ministrar oficinas de Pinhole (Foto na lata) em filme de raio-x ou papel fotográfico, desde que haja recurso para obtenção de material. Posso também ministrar oficina de Antotipia, esta sem custo algum pois é feita simplesmente com plantas.
680;"Tatuador especialista em pontilhismo, fine line e no estilo sketch. 17 anos de experiencia com Desenho, atuando na área da tatuagem artística apenas com desenhos exclusivos. Estúdio próprio localizado no Inicio do Ribeirão da Ilha. 
xx- Não trabalho com tatuagem colorida -xx";3483;23;33;"17 anos de experiencia com Desenho
Curso de Pontilhismo com Ibrahim Barboza 
Curso de Realismo Black and Grey com Marcelo Smash
Curso de Full Color com Gil Pereira"
682;Fotografia de produtos/fotografia de alimentos,  espetáculos culturais, ensaios comerciais, fotografia de eventos, fotografar ambientes externos, ensaios gerais, etc. Maior disponibilidade durante os dias úteis.;2788;16;56;Possuo maior experiência com fotos de produtos/ comidas, mas nada impede que façamos outros tipos de ensaios fotográficos, toda nova experiência um novo aprendizado.
683;"Consultoria de Imagem e Beleza
Maquiagem Profissional
Curso de Automaquiagem
Curso de Maquiador iniciante";3012;40;42;"Atuo há 5 anos com maquiagem social, ensaios fotográficos, criação de conceito para maquiagem artística. Experiência em cursos de Automaquiagem e maquiador iniciante. 
Há 2 anos atuando como consultura de Imagem e beleza com formação em personal stylist."
684;Olá, meu talento é prática do Reiki, uma terapia onde tem como objetivo proporcionar bem estar,  aliviando os sintomas do stress, dores crônicas, favorece na cura de doenças. Atua no corpo físico, mental, emocional e espiritual. Gratidão! Com muito amor e carinho ofereço meu talento.;596;30;28;Reiki através do projeto de reikianos do banco do tempo.
685;"- Entalhe: Preparo madeira para produzir artesanato, gravando imagens através de técnicas de desenho e entalhe.
- Lettering: Ampliação de desenhos, letras e pinturas à mão livre em diferentes superfícies
- Ajuda com jardinagem e organização de ambientes. Auxílio na separação e reaproveitamento de materiais.";2677;22;34;"- Entalhe: Preparo madeira para produzir artesanato, gravando imagens através de técnicas de desenho e entalhe.
- Lettering: Ampliação de desenhos, letras e pinturas à mão livre em diferentes superfícies
- Ajuda com jardinagem e organização de ambientes. Auxílio na separação e reaproveitamento de materiais."
687;Aromaterapia. Atendimento a combinar.;507;30;55;Formação em Psicologia, Psicologia Corporal, Biodanza, Terapia Tântrica, Aromaterapia, Reiki... Trabalho como psicóloga num CRAS e atendi alguns anos no HU/UFSC. Em relação a aromaterapia tenho usado para o autocuidado e o cuidado de familiares, amigos-amores, amigos de amigos, colegas de trabalho... e porque não de pessoas chegadas pela Banco do Tempo Florianópolis.
688;Artesã especializada em artesanato em feltro e tecido;2601;22;55;Trabalho à cinco anos com artesanato em feltro e dou aula nesta área
689;Ofereço Uber pelo banco, é só deixar um recado que sempre que possível tento atender.;2461;5;28;Faço Uber a mais de 1 ano e já tive varias experiencias pelo banco, é sempre um  prazer.
690;Crochê, organização de cômodos, armários, etc;3203;6;1;A vida inteira
691;Aulas de reforço para crianças que cursam ensino fundamental.;2432;8;22;Formação em Agronomia e cursando pedagogia, atualmente trabalha como tutora na Escola Dos Sonhos.
692;Massagem relaxante, terapêutica e tântrica.;1264;28;11;Tenho experiência de 15 anos
693;Massagem relaxante, terapêutica e tântrica;1264;28;55;Experiência de 15 anos
694;Entrei agora no banco e queria ver um jeito de ganhar horas, como não tenho muito a oferecer, só pensei em cuidar de crianças, se algum responsável quiser, sei que vai ser bem difícil por eu ser muito nova mas estou tentando, tenho 13 anos, e estudo no período da tarde.;3833;32;27;Já cuidei de crianças de vizinhos meus, pensei em fazer isso pois tenho bastante paciência, gosto de brincar e cuidar de crianças mesmo, só crianças até 7 anos
695;"Quero oferecer limpeza e organizacao de ambientes , doces e bolos caseiros , bolsa termica de graos, comida congelada feita na residencias da pessoa.
Me disponho a uma vez por semana ,geralmente abro agenda as quartas feiras ou outro que combinar com minha vida profissional .";2049;6;56;"personal organizer
diarista limpeza ( faxina) harmonizacao  de ambientes.
comida congelada .
bolsa termica feita com graõs.
bolos caseiro e doces caseiros ."
696;Trabalho com fotografia há 6 anos. Sou apaixonada pela arte e a interação que proporciona. Entrego as imagens editadas, cobro tempo de captura das imagens e tempo de edição.;4098;16;34;6 anos de experiência. https://bit.ly/2bIhJHi
697;Faço captura de vídeo em FULL HD, roteiro, direção de cena e edição.;4098;18;34;Trabalho com audiovisual há 8 anos. Tem tudo bem explicadinho no site, por onde andei tá aí https://bit.ly/2bIhJHi
698;"Fotógrafa de ensaios, portraits, espetáculos, produtos, arquitetura e decoração, reprodução de obras de arte, restauração digital de fotografias antigas e mais. Pergunte e a gente resolve. 
Tratamento de imagens. Aulas de fotografia. Consulta de equipamentos.";1629;17;55;Fotógrafa desde 1991. Especializada em espetáculos e principalmente palhaços. Também fui professora de fotografia no jornalismo em diversas universidades.
699;Massagem Ayurvédica Abhyanga com sauna;14;28;34;Tenho experiência com essa prática, que é relaxante, curativa e desintoxicante.
700;Cozinheira freelancer. Vou até sua casa .almoço, jantares, happy hour, etc, ,,;2033;2;22;Sou cozinheira profissional, forno e fogão.sobremesas. frutos do mar, massas, risotos ETC. ..
701;Ofereço Comidas feitas com muito carinho: Tortas, Bolos, Quiches, comida Vegana;3354;4;28;Fui proprietária de um restaurante vegetariano
702;Possuo carro e tenho algumas tardes e manhas livres, então me disponibilizo a dar carona caso coincida com meus horários livres.  Até 10 km fica por minha conta o combustível.  Acima disso teremos fica por conta do carona.;2;5;43;Tenho mais de 20 anos de carreira e um.longa experiencia.  Dirijo com cuidado e atenção.  Sou muito tranqüila.
703;"Ofereço Aulões, oficinas, individuais e para grupos:
- Tiro com Arco e Flecha (Arqueria, Arquearia, Arqueirismo, Tiro com Arco Tradicional Chinês, Tiro com Arco Recurvo, Arqueria Chinesa, Pa-Kua Arqueria)
- Defesa Pessoal (Pa-Kua Arte Marcial, Defesa Pessoal para Mulheres) 
- Tai-Chi (Pa-Kua Tai-chi, Cosmodinâmica)

Ofereço atendimentos terapêuticos:
- Aplicação de Reiki
- Atendimento com Radiestesia
- Limpeza e Harmonização Energética de Ambientes";2599;24;55;".:. Sou instrutora pela Liga Internacional de Pa-Kua desde 2015. Trabalho na região da Grande Florianópolis oferecendo aulas regulares e oficinas de Tiro com Arco e Flecha, Defesa Pessoal e Tai-Chi. 

.:. Ofereço aulões para grupos, apresentações e aulas particulares.
Trabalha há três anos oferecendo aulões gratuitos de defesa pessoal feminina para difundir a força da mulher, e a importância de se sentir segura, independente de onde esteja.

.:. Na parte terapêutica, sou mestranda em Reiki Usui e realizo atendimentos com aplicação de Reiki, Radiestesia, Limpeza e Harmonização de Ambientes."
704;"Bom dia 
trabalho com massoterapia e Reiki ,e artes manuais.";1533;21;22;"Já trabalho há vinte anos com massoterapia e reikI. atendo a domicílio como autônoma,minha formação em Educação Artística.trabalhando com Teatro e produção artística. 
Durante,este período desenvolvi habilidade com artes manuais,como tear croché ,tricô e costura.passei a aprimorar desenvolver.estes trabalhos voltados para arteterapia. .
Hoje faço atendimento para idosos com Alzheimer.trabalhando cognição
e memória."
705;Aulas de Iyengar Yoga;670;30;6;Professora Certificada de Iyengar Yoga
706;Barras de Access;2179;28;28;Iniciante
707;Instrutora de Yoga;2179;30;28;Iniciante
708;Massagem Bioenergética;2179;28;28;Em curso - iniciante
709;Em torno de 50 Folhas de Ora-pro-nobis por 1h;2179;7;28;Iniciante
710;Faço comidinhas variadas: patês, doces, compotas, bolos, tortas, beirutes, lanches, salgados, chapatis recheados e pães (recheados, doces ou naturais);1725;4;26;Faço esse trabalho de produção de alimentos ha 3 anos, com muito amor e carinho, levando para as pessoas um pouquinho do sabor caseiro de uma boa comidinha.
711;Consultoria em finanças pessoais;1566;39;28;Economista há 3 anos. Presto consultorias particulares em gestão de finanças pessoais há 1 ano e meio.
712;Sou professora de Inglês. Nativa da California, EUA.;837;9;27;Sou professora faz 10 anos. Trabalhei In Company, numa escola para crianças, mas principalmente faço aulas online via Zoom ou Skype, ou presencial. Moro na Praia do Matadeiro.  Sou falante nativa dos EUA. Eu ensino a lingua como realmente é falado: Real English.  Meu foco é Business English, Conversa com American English, a pronúncia da American English. E ensino a cultura dos EUA.
713;Tradutora do Português para o Inglês. Revisão de texto.;837;41;27;Tenho mas ou menos 6 anos que eu faço tradução. Mas principalmente faço revisão de texto. Aceito trabalhos das pessoas na universidade, para pessoas particulares que precisa ajuda e correção do texto.
714;Faço leitura de Oráculos.;837;31;27;Tenho 3 anos que faço isto. Minhas cartas são todas em ingles. Meu estilo nao é o típico que tem no Brasil.  Faço online e via Messenger.
715;Sou aromaterapeuta. Faço cremes, loções, pasta de dente, exfoliantes, etc.;837;25;27;Tenho 15 anos que estudo e pratico fazer produtos de cuidados do corpo, emoções,e mente, com oleos essenciais. Nao uso conservantes artificiais.
716;Terapeuta energetica e espiritual. EFT. Sedona Method. Shadow Work, e varias outros modalidades.;837;28;27;Faz 2.5 anos que trabalho neste area.
717;Sou terapeuta energetica e espiritual. Sou Médium de Cura. Trabalho com EFT, Apometria, e varias outras modalidades.;838;28;27;30 anos de mesa mediunica. Fiz curso de Humanoterapia. e tambem radiestesia. Uma profunda experiencia pessoal na utilização das técnicas.
718;Faço Auto Hemoterapia.;838;30;27;Faço 10 anos em mim mesmo, e 5 anos faço em outras pessoas.
719;Faço Quiromancia Intuitiva Mediúnica.  (Leitura de Mão).;838;31;27;Faço 30 anos de estudos e pratica e vivencia nas leituras de mãos.
